Technique,ID,Tactic-Name,Technique-Name,SubTechnique-Name,Platforms,Description,id
T1112,No sub-Techniques,Defense Evasion,Modify Registry,No sub-Technique,Windows,Ursnif has used Registry modifications as part of its installation routine.,T1112
T1112,No sub-Techniques,Defense Evasion,Modify Registry,No sub-Technique,Windows,Volgmer modifies the Registry to store an encoded configuration file in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Security.,T1112
T1112,No sub-Techniques,Defense Evasion,Modify Registry,No sub-Technique,Windows,WarzoneRAT can create HKCU\Software\Classes\Folder\shell\open\command as a new registry key during privilege escalation.,T1112
T1112,No sub-Techniques,Defense Evasion,Modify Registry,No sub-Technique,Windows,WastedLocker can modify registry values within the Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap registry key.,T1112
T1112,No sub-Techniques,Defense Evasion,Modify Registry,No sub-Technique,Windows,Wizard Spider has modified the Registry key HKLM\System\CurrentControlSet\Control\SecurityProviders\WDigest by setting the UseLogonCredential registry value to 1 in order to force credentials to be stored in clear text in memory. Wizard Spider has also modified the WDigest registry key to allow plaintext credentials to be cached in memory.,T1112
T1112,No sub-Techniques,Defense Evasion,Modify Registry,No sub-Technique,Windows,Zeus Panda modifies several Registry keys under HKCU\Software\Microsoft\Internet Explorer\ PhishingFilter\ to disable phishing filters.,T1112
T1112,No sub-Techniques,Defense Evasion,Modify Registry,No sub-Technique,Windows,zwShell can modify the Registry.,T1112
T1112,No sub-Techniques,Defense Evasion,Modify Registry,No sub-Technique,Windows,ZxShell can create Registry entries to enable services to run.,T1112
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,AdFind can gather information about organizational units (OUs) and domain trusts from Active Directory.,T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,BADHATCH can use nltest.exe /domain_trusts to discover domain trust relationships on a compromised machine.,T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,Bazar can use Nltest tools to obtain information about the domain.,T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,"During C0015, the threat actors used the command nltest /domain_trusts /all_trusts to enumerate domain trusts.",T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,Earth Lusca has used Nltest to obtain information about domain controllers.,T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,FIN8 has retrieved a list of trusted domains by using nltest.exe /domain_trusts.,T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,Magic Hound has used a web shell to execute nltest /trusted_domains to identify trust relationships.,T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,PowerSploit has modules such as Get-NetDomainTrust and Get-NetForestTrust to enumerate domain and forest trusts.,T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,Rubeus can gather information about domain trusts.,T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,"During the SolarWinds Compromise, APT29 used the Get-AcceptedDomain PowerShell cmdlet to enumerate accepted domains through an Exchange Management Shell.",T1482
T1482,No sub-Techniques,Discovery,Domain Trust Discovery,No sub-Technique,Windows,TrickBot can gather information about domain trusts by utilizing Nltest.,T1482
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",APT38 used a Trojan called KEYLIME to collect data from the clipboard.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",Attor has a plugin that collects data stored in the Windows clipboard by using the OpenClipboard and GetClipboardData APIs.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",Cadelspy has the ability to steal data from the clipboard.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",CosmicDuke copies and exfiltrates the clipboard contents every 30 seconds.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",DarkComet can steal data from the clipboard.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",FlawedAmmyy can collect clipboard data.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",Grandoreiro can capture clipboard data from a compromised host.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",jRAT can capture clipboard data.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",Koadic can retrieve the current content of the user clipboard.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",Machete hijacks the clipboard data by creating an overlapped window that listens to keyboard events.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",MacSpy can steal clipboard contents.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",MarkiRAT can capture clipboard content.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",Melcoz can monitor content saved to the clipboard.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",Metamorfo has a function to hijack data from the clipboard by monitoring the contents of the clipboard and replacing the cryptocurrency wallet with the attacker's.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS","During Operation Wocao, threat actors collected clipboard data in plaintext.",T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",Remexi collects text from the clipboard.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",ROKRAT can extract clipboard data from a compromised host.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",RTM collects data from the clipboard.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",RunningRAT contains code to open and copy data from the clipboard.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",TajMahal has the ability to steal data from the clipboard of an infected host.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",TinyZBot contains functionality to collect information from the clipboard.,T1115
T1115,No sub-Techniques,Collection,Clipboard Data,No sub-Technique,"Linux, Windows, macOS",VERMIN collects data stored in the clipboard.,T1115
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",CosmicDuke steals user files from removable media with file extensions and keywords that match a predefined list.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",Crimson contains a module to collect data from removable drives.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",Crutch can monitor removable drives and exfiltrate files matching a given extension list.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",Explosive can scan all .exe files located in the USB drive.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",FLASHFLOOD searches for interesting files (either a default or customized set of file extensions) on removable media and copies them to a staging area. The default file types copied would include data copied to the drive by SPACESHIP.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",The FunnyDream FilePakMonitor component has the ability to collect files from removable devices.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS","A Gamaredon Group file stealer has the capability to steal data from newly connected logical volumes on a system, including USB drives.",T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",GravityRAT steals files based on an extension list if a USB drive is connected to the system.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",ObliqueRAT has the ability to extract data from removable devices connected to the endpoint.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",Prikormka contains a module that collects documents with certain extensions from removable media or fixed drives connected via USB.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",Ramsay can collect data from removable media and stage it for exfiltration.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",Rover searches for files on attached removable drives based on a predefined list of file extensions every five seconds.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",TajMahal has the ability to steal written CD images and files of interest from previously connected removable drives when they become available again.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS",Turla RPC backdoors can collect files from USB thumb drives.,T1025
T1025,No sub-Techniques,Collection,Data from Removable Media,No sub-Technique,"Linux, Windows, macOS","Once a removable media device is inserted back into the first victim, USBStealer collects data from it that was exfiltrated from a second victim.",T1025
T1018,No sub-Techniques,Discovery,Remote System Discovery,No sub-Technique,"Linux, Network, Windows, macOS","During the 2016 Ukraine Electric Power Attack, Sandworm Team checked for connectivity to resources within the network and used LDAP to query Active Directory, discovering information about computers listed in AD.",T1018
T1018,No sub-Techniques,Discovery,Remote System Discovery,No sub-Technique,"Linux, Network, Windows, macOS",APT3 has a tool that can detect the existence of remote systems.,T1018
T1018,No sub-Techniques,Discovery,Remote System Discovery,No sub-Technique,"Linux, Network, Windows, macOS","APT32 has enumerated DC servers using the command net group ""Domain Controllers"" /domain. The group has also used the ping command.",T1018
T1018,No sub-Techniques,Discovery,Remote System Discovery,No sub-Technique,"Linux, Network, Windows, macOS",APT39 has used NBTscan and custom tools to discover remote systems.,T1018
T1018,No sub-Techniques,Discovery,Remote System Discovery,No sub-Technique,"Linux, Network, Windows, macOS",Backdoor.Oldrea can enumerate and map ICS-specific systems in victim environments.,T1018
T1018,No sub-Techniques,Discovery,Remote System Discovery,No sub-Technique,"Linux, Network, Windows, macOS","BADHATCH can use a PowerShell object such as, System.Net.NetworkInformation.Ping to ping a computer.",T1018
